No,Tanggal,Sopir,Plat Nomor,Order,Volume (L),Pemasukan,Pengeluaran,Jenis Transaksi,Jumlah,Keterangan
754.0,2024-02-09,Pak Budi,H 1111 AA,Toko Sumber Rejeki,8000.0,317749.0,0.0,Pemasukan,317749.0,Pembayaran lunas
755.0,2024-02-09,Pak Eko,H 1111 AA,Isi Solar,8400.0,0.0,238577.0,Pengeluaran,-238577.0,Biaya isi solar
756.0,2024-02-09,Pak Budi,H 1111 AA,Ganti Oli,8400.0,0.0,116756.0,Pengeluaran,-116756.0,Biaya ganti oli
757.0,2024-02-09,Pak Eko,H 5678 XY,Toko Maju Jaya,10000.0,377024.0,0.0,Pemasukan,377024.0,Pembayaran lunas
758.0,2024-02-10,Pak Joko,H 5678 XY,Depot Air Segar,8000.0,358287.0,0.0,Pemasukan,358287.0,Pembayaran lunas
759.0,2024-02-10,Pak Dedi,H 5678 XY,Depot Air Segar,8000.0,307001.0,0.0,Pemasukan,307001.0,Pembayaran lunas
760.0,2024-02-10,Pak Slamet,H 3333 CC,Depot Air Sehat,8000.0,391325.0,0.0,Pemasukan,391325.0,Pembayaran lunas
761.0,2024-02-11,Pak Dedi,H 1111 AA,Depot Tirta Jaya,6000.0,332524.0,0.0,Pemasukan,332524.0,Pembayaran lunas
762.0,2024-02-11,Pak Joko,H 1234 CD,Toko Sumber Rejeki,6000.0,312479.0,0.0,Pemasukan,312479.0,Pembayaran lunas
763.0,2024-02-11,Pak Slamet,H 5678 XY,Warung Bu Darmi,10000.0,312584.0,0.0,Pemasukan,312584.0,Pembayaran lunas
764.0,2024-02-11,Pak Andi,H 1234 CD,Depot Air Sehat,8000.0,312705.0,0.0,Pemasukan,312705.0,Pembayaran lunas
765.0,2024-02-12,Pak Budi,H 2222 BB,Isi Solar,8400.0,0.0,60626.0,Pengeluaran,-60626.0,Biaya isi solar
766.0,2024-02-12,Pak Hendra,H 1234 CD,Isi Solar,8400.0,0.0,220639.0,Pengeluaran,-220639.0,Biaya isi solar
767.0,2024-02-12,Pak Slamet,H 5678 XY,Depot Air Segar,8000.0,292083.0,0.0,Pemasukan,292083.0,Pembayaran lunas
768.0,2024-02-13,Pak Andi,H 5678 XY,Servis Mesin,8400.0,0.0,151358.0,Pengeluaran,-151358.0,Biaya servis mesin
769.0,2024-02-13,Pak Hendra,H 1111 AA,Warung Lesehan Berkah,6000.0,367420.0,0.0,Pemasukan,367420.0,Pembayaran lunas
770.0,2024-02-14,Pak Slamet,H 2222 BB,Toko Maju Jaya,8000.0,345931.0,0.0,Pemasukan,345931.0,Pembayaran lunas
771.0,2024-02-14,Pak Slamet,H 3333 CC,Depot Tirta Jaya,10000.0,387283.0,0.0,Pemasukan,387283.0,Pembayaran lunas
772.0,2024-02-14,Pak Eko,H 2222 BB,Depot Air Segar,8000.0,361955.0,0.0,Pemasukan,361955.0,Pembayaran lunas
773.0,2024-02-15,Pak Hendra,H 3333 CC,Depot Air Sehat,6000.0,371525.0,0.0,Pemasukan,371525.0,Pembayaran lunas
774.0,2024-02-15,Pak Rudi,H 1111 AA,Servis Mesin,8400.0,0.0,211302.0,Pengeluaran,-211302.0,Biaya servis mesin
775.0,2024-02-16,Pak Hendra,H 5678 XY,Depot Tirta Jaya,6000.0,374528.0,0.0,Pemasukan,374528.0,Pembayaran lunas
776.0,2024-02-16,Pak Joko,H 4444 DD,Isi Solar,8400.0,0.0,154541.0,Pengeluaran,-154541.0,Biaya isi solar
777.0,2024-02-16,Pak Budi,H 2222 BB,Depot Air Sehat,10000.0,319617.0,0.0,Pemasukan,319617.0,Pembayaran lunas
778.0,2024-02-16,Pak Dedi,H 1111 AA,Toko Maju Jaya,10000.0,365642.0,0.0,Pemasukan,365642.0,Pembayaran lunas
779.0,2024-02-17,Pak Dedi,H 1234 CD,Servis Mesin,8400.0,0.0,54944.0,Pengeluaran,-54944.0,Biaya servis mesin
780.0,2024-02-17,Pak Slamet,H 4444 DD,Warung Bu Darmi,10000.0,351269.0,0.0,Pemasukan,351269.0,Pembayaran lunas
781.0,2024-02-17,Pak Rudi,H 5678 XY,Toko Sumber Rejeki,8000.0,310947.0,0.0,Pemasukan,310947.0,Pembayaran lunas
782.0,2024-02-17,Pak Slamet,H 2222 BB,Isi Solar,8400.0,0.0,62873.0,Pengeluaran,-62873.0,Biaya isi solar
783.0,2024-02-18,Pak Andi,H 1111 AA,Servis Mesin,8400.0,0.0,176350.0,Pengeluaran,-176350.0,Biaya servis mesin
784.0,2024-02-18,Pak Hendra,H 4444 DD,Warung Makan Sari Rasa,6000.0,376827.0,0.0,Pemasukan,376827.0,Pembayaran lunas
785.0,2024-02-18,Pak Slamet,H 2222 BB,Warung Bu Darmi,8000.0,372416.0,0.0,Pemasukan,372416.0,Pembayaran lunas
786.0,2024-02-18,Pak Rudi,H 1111 AA,Depot Tirta Jaya,10000.0,331639.0,0.0,Pemasukan,331639.0,Pembayaran lunas
787.0,2024-02-19,Pak Rudi,H 4444 DD,Warung Lesehan Berkah,6000.0,286270.0,0.0,Pemasukan,286270.0,Pembayaran lunas
788.0,2024-02-19,Pak Hendra,H 2222 BB,Warung Bu Darmi,10000.0,386969.0,0.0,Pemasukan,386969.0,Pembayaran lunas
789.0,2024-02-19,Pak Joko,H 3333 CC,Warung Makan Sari Rasa,8000.0,352601.0,0.0,Pemasukan,352601.0,Pembayaran lunas
790.0,2024-02-20,Pak Joko,H 3333 CC,Depot Air Sehat,8000.0,392353.0,0.0,Pemasukan,392353.0,Pembayaran lunas
791.0,2024-02-20,Pak Andi,H 5678 XY,Servis Mesin,8400.0,0.0,84938.0,Pengeluaran,-84938.0,Biaya servis mesin
792.0,2024-02-20,Pak Joko,H 1234 CD,Depot Air Sehat,8000.0,316781.0,0.0,Pemasukan,316781.0,Pembayaran lunas
793.0,2024-02-21,Pak Budi,H 5678 XY,Toko Maju Jaya,6000.0,332210.0,0.0,Pemasukan,332210.0,Pembayaran lunas
794.0,2024-02-21,Pak Rudi,H 1234 CD,Warung Bu Darmi,6000.0,394550.0,0.0,Pemasukan,394550.0,Pembayaran lunas
795.0,2024-02-21,Pak Dedi,H 3333 CC,Toko Sumber Rejeki,10000.0,396001.0,0.0,Pemasukan,396001.0,Pembayaran lunas
796.0,2024-02-22,Pak Andi,H 2222 BB,Warung Bu Darmi,6000.0,326322.0,0.0,Pemasukan,326322.0,Pembayaran lunas
797.0,2024-02-22,Pak Hendra,H 1234 CD,Warung Lesehan Berkah,8000.0,387411.0,0.0,Pemasukan,387411.0,Pembayaran lunas
798.0,2024-02-22,Pak Joko,H 4444 DD,Warung Makan Sari Rasa,8000.0,381636.0,0.0,Pemasukan,381636.0,Pembayaran lunas
799.0,2024-02-23,Pak Dedi,H 1234 CD,Depot Air Segar,8000.0,288167.0,0.0,Pemasukan,288167.0,Pembayaran lunas
800.0,2024-02-23,Pak Slamet,H 5678 XY,Warung Lesehan Berkah,8000.0,317685.0,0.0,Pemasukan,317685.0,Pembayaran lunas
801.0,2024-02-23,Pak Joko,H 4444 DD,Toko Maju Jaya,8000.0,300764.0,0.0,Pemasukan,300764.0,Pembayaran lunas
802.0,2024-02-24,Pak Slamet,H 4444 DD,Warung Lesehan Berkah,6000.0,295186.0,0.0,Pemasukan,295186.0,Pembayaran lunas
803.0,2024-02-24,Pak Dedi,H 4444 DD,Toko Maju Jaya,8000.0,299908.0,0.0,Pemasukan,299908.0,Pembayaran lunas
804.0,2024-02-25,Pak Eko,H 5678 XY,Warung Makan Sari Rasa,10000.0,392879.0,0.0,Pemasukan,392879.0,Pembayaran lunas
805.0,2024-02-25,Pak Hendra,H 1111 AA,Toko Maju Jaya,8000.0,357162.0,0.0,Pemasukan,357162.0,Pembayaran lunas
806.0,2024-02-25,Pak Rudi,H 3333 CC,Toko Sumber Rejeki,8000.0,379848.0,0.0,Pemasukan,379848.0,Pembayaran lunas
807.0,2024-02-26,Pak Dedi,H 5678 XY,Servis Mesin,8400.0,0.0,51389.0,Pengeluaran,-51389.0,Biaya servis mesin
808.0,2024-02-26,Pak Hendra,H 2222 BB,Depot Tirta Jaya,10000.0,313262.0,0.0,Pemasukan,313262.0,Pembayaran lunas
809.0,2024-02-26,Pak Dedi,H 1234 CD,Warung Makan Sari Rasa,8000.0,380749.0,0.0,Pemasukan,380749.0,Pembayaran lunas
810.0,2024-02-27,Pak Rudi,H 5678 XY,Warung Lesehan Berkah,6000.0,304947.0,0.0,Pemasukan,304947.0,Pembayaran lunas
811.0,2024-02-27,Pak Hendra,H 3333 CC,Warung Makan Sari Rasa,10000.0,381437.0,0.0,Pemasukan,381437.0,Pembayaran lunas
812.0,2024-02-27,Pak Joko,H 2222 BB,Isi Solar,8400.0,0.0,203128.0,Pengeluaran,-203128.0,Biaya isi solar
813.0,2024-02-27,Pak Rudi,H 2222 BB,Toko Sumber Rejeki,8000.0,392282.0,0.0,Pemasukan,392282.0,Pembayaran lunas
814.0,2024-02-28,Pak Rudi,H 3333 CC,Ganti Oli,8400.0,0.0,203644.0,Pengeluaran,-203644.0,Biaya ganti oli
815.0,2024-02-28,Pak Slamet,H 5678 XY,Warung Makan Sari Rasa,6000.0,325032.0,0.0,Pemasukan,325032.0,Pembayaran lunas
816.0,2024-02-28,Pak Hendra,H 3333 CC,Isi Solar,8400.0,0.0,83458.0,Pengeluaran,-83458.0,Biaya isi solar
817.0,2024-02-28,Pak Rudi,H 1111 AA,Toko Sumber Rejeki,8000.0,355714.0,0.0,Pemasukan,355714.0,Pembayaran lunas
818.0,2024-03-01,Pak Slamet,H 1234 CD,Cuci Truk,8400.0,0.0,202673.0,Pengeluaran,-202673.0,Biaya cuci truk
819.0,2024-03-01,Pak Eko,H 2222 BB,Perbaikan Ban,8400.0,0.0,107491.0,Pengeluaran,-107491.0,Biaya perbaikan ban
820.0,2024-03-01,Pak Budi,H 1234 CD,Ganti Oli,8400.0,0.0,187192.0,Pengeluaran,-187192.0,Biaya ganti oli
821.0,2024-03-01,Pak Joko,H 1234 CD,Toko Sumber Rejeki,10000.0,324100.0,0.0,Pemasukan,324100.0,Pembayaran lunas
822.0,2024-03-02,Pak Slamet,H 1234 CD,Depot Tirta Jaya,6000.0,302581.0,0.0,Pemasukan,302581.0,Pembayaran lunas
823.0,2024-03-02,Pak Joko,H 1234 CD,Depot Air Sehat,8000.0,360774.0,0.0,Pemasukan,360774.0,Pembayaran lunas
824.0,2024-03-03,Pak Rudi,H 1234 CD,Warung Bu Darmi,10000.0,394745.0,0.0,Pemasukan,394745.0,Pembayaran lunas
825.0,2024-03-03,Pak Joko,H 2222 BB,Warung Lesehan Berkah,10000.0,395777.0,0.0,Pemasukan,395777.0,Pembayaran lunas
826.0,2024-03-04,Pak Eko,H 1234 CD,Depot Air Sehat,8000.0,295328.0,0.0,Pemasukan,295328.0,Pembayaran lunas
827.0,2024-03-04,Pak Rudi,H 2222 BB,Toko Maju Jaya,8000.0,371980.0,0.0,Pemasukan,371980.0,Pembayaran lunas
828.0,2024-03-05,Pak Slamet,H 1234 CD,Perbaikan Ban,8400.0,0.0,150282.0,Pengeluaran,-150282.0,Biaya perbaikan ban
829.0,2024-03-05,Pak Rudi,H 5678 XY,Warung Makan Sari Rasa,10000.0,342144.0,0.0,Pemasukan,342144.0,Pembayaran lunas
830.0,2024-03-05,Pak Eko,H 4444 DD,Warung Bu Darmi,10000.0,340001.0,0.0,Pemasukan,340001.0,Pembayaran lunas
831.0,2024-03-05,Pak Eko,H 2222 BB,Cuci Truk,8400.0,0.0,61630.0,Pengeluaran,-61630.0,Biaya cuci truk
832.0,2024-03-06,Pak Rudi,H 4444 DD,Depot Air Segar,10000.0,355561.0,0.0,Pemasukan,355561.0,Pembayaran lunas
833.0,2024-03-06,Pak Dedi,H 1234 CD,Warung Bu Darmi,8000.0,393715.0,0.0,Pemasukan,393715.0,Pembayaran lunas
834.0,2024-03-06,Pak Dedi,H 1111 AA,Warung Makan Sari Rasa,8000.0,308967.0,0.0,Pemasukan,308967.0,Pembayaran lunas
835.0,2024-03-06,Pak Slamet,H 2222 BB,Isi Solar,8400.0,0.0,129440.0,Pengeluaran,-129440.0,Biaya isi solar
836.0,2024-03-07,Pak Rudi,H 1111 AA,Depot Air Segar,8000.0,326168.0,0.0,Pemasukan,326168.0,Pembayaran lunas
837.0,2024-03-07,Pak Eko,H 1234 CD,Warung Makan Sari Rasa,8000.0,335506.0,0.0,Pemasukan,335506.0,Pembayaran lunas
838.0,2024-03-08,Pak Joko,H 4444 DD,Warung Lesehan Berkah,6000.0,305997.0,0.0,Pemasukan,305997.0,Pembayaran lunas
839.0,2024-03-08,Pak Eko,H 2222 BB,Isi Solar,8400.0,0.0,115790.0,Pengeluaran,-115790.0,Biaya isi solar
840.0,2024-03-08,Pak Joko,H 4444 DD,Depot Air Sehat,8000.0,370218.0,0.0,Pemasukan,370218.0,Pembayaran lunas
841.0,2024-03-08,Pak Rudi,H 1111 AA,Toko Maju Jaya,8000.0,333610.0,0.0,Pemasukan,333610.0,Pembayaran lunas
842.0,2024-03-09,Pak Eko,H 1234 CD,Toko Maju Jaya,6000.0,388187.0,0.0,Pemasukan,388187.0,Pembayaran lunas
843.0,2024-03-09,Pak Slamet,H 5678 XY,Warung Lesehan Berkah,10000.0,350638.0,0.0,Pemasukan,350638.0,Pembayaran lunas
844.0,2024-03-09,Pak Dedi,H 3333 CC,Warung Lesehan Berkah,8000.0,383487.0,0.0,Pemasukan,383487.0,Pembayaran lunas
845.0,2024-03-09,Pak Joko,H 2222 BB,Depot Air Sehat,6000.0,292615.0,0.0,Pemasukan,292615.0,Pembayaran lunas
846.0,2024-03-10,Pak Slamet,H 2222 BB,Toko Sumber Rejeki,8000.0,317878.0,0.0,Pemasukan,317878.0,Pembayaran lunas
847.0,2024-03-10,Pak Andi,H 5678 XY,Ganti Oli,8400.0,0.0,105597.0,Pengeluaran,-105597.0,Biaya ganti oli
848.0,2024-03-10,Pak Budi,H 5678 XY,Toko Maju Jaya,10000.0,364641.0,0.0,Pemasukan,364641.0,Pembayaran lunas
849.0,2024-03-10,Pak Joko,H 4444 DD,Isi Solar,8400.0,0.0,178039.0,Pengeluaran,-178039.0,Biaya isi solar
850.0,2024-03-11,Pak Slamet,H 5678 XY,Depot Air Sehat,10000.0,301971.0,0.0,Pemasukan,301971.0,Pembayaran lunas
851.0,2024-03-11,Pak Hendra,H 3333 CC,Depot Air Segar,10000.0,313927.0,0.0,Pemasukan,313927.0,Pembayaran lunas
852.0,2024-03-11,Pak Eko,H 1111 AA,Depot Air Segar,6000.0,364204.0,0.0,Pemasukan,364204.0,Pembayaran lunas
853.0,2024-03-11,Pak Rudi,H 3333 CC,Depot Air Segar,8000.0,362579.0,0.0,Pemasukan,362579.0,Pembayaran lunas
854.0,2024-03-12,Pak Budi,H 3333 CC,Warung Lesehan Berkah,10000.0,291564.0,0.0,Pemasukan,291564.0,Pembayaran lunas
855.0,2024-03-12,Pak Budi,H 1111 AA,Cuci Truk,8400.0,0.0,71965.0,Pengeluaran,-71965.0,Biaya cuci truk
856.0,2024-03-12,Pak Hendra,H 2222 BB,Depot Tirta Jaya,6000.0,396004.0,0.0,Pemasukan,396004.0,Pembayaran lunas
857.0,2024-03-13,Pak Budi,H 2222 BB,Toko Maju Jaya,10000.0,387137.0,0.0,Pemasukan,387137.0,Pembayaran lunas
858.0,2024-03-13,Pak Slamet,H 2222 BB,Isi Solar,8400.0,0.0,201653.0,Pengeluaran,-201653.0,Biaya isi solar
859.0,2024-03-13,Pak Dedi,H 5678 XY,Depot Tirta Jaya,6000.0,344407.0,0.0,Pemasukan,344407.0,Pembayaran lunas
860.0,2024-03-13,Pak Dedi,H 1111 AA,Warung Makan Sari Rasa,10000.0,294976.0,0.0,Pemasukan,294976.0,Pembayaran lunas
861.0,2024-03-14,Pak Eko,H 1111 AA,Ganti Oli,8400.0,0.0,218873.0,Pengeluaran,-218873.0,Biaya ganti oli
862.0,2024-03-14,Pak Hendra,H 5678 XY,Warung Lesehan Berkah,8000.0,399674.0,0.0,Pemasukan,399674.0,Pembayaran lunas
863.0,2024-03-14,Pak Slamet,H 4444 DD,Perbaikan Ban,8400.0,0.0,183435.0,Pengeluaran,-183435.0,Biaya perbaikan ban
864.0,2024-03-14,Pak Slamet,H 1234 CD,Servis Mesin,8400.0,0.0,134553.0,Pengeluaran,-134553.0,Biaya servis mesin
865.0,2024-03-15,Pak Slamet,H 1111 AA,Depot Air Sehat,8000.0,291276.0,0.0,Pemasukan,291276.0,Pembayaran lunas
866.0,2024-03-15,Pak Hendra,H 4444 DD,Toko Sumber Rejeki,6000.0,333958.0,0.0,Pemasukan,333958.0,Pembayaran lunas
867.0,2024-03-16,Pak Eko,H 1234 CD,Perbaikan Ban,8400.0,0.0,249785.0,Pengeluaran,-249785.0,Biaya perbaikan ban
868.0,2024-03-16,Pak Joko,H 1111 AA,Toko Sumber Rejeki,10000.0,329522.0,0.0,Pemasukan,329522.0,Pembayaran lunas
869.0,2024-03-17,Pak Andi,H 3333 CC,Depot Tirta Jaya,8000.0,286857.0,0.0,Pemasukan,286857.0,Pembayaran lunas
870.0,2024-03-17,Pak Eko,H 1111 AA,Cuci Truk,8400.0,0.0,60837.0,Pengeluaran,-60837.0,Biaya cuci truk
871.0,2024-03-17,Pak Eko,H 1234 CD,Servis Mesin,8400.0,0.0,70461.0,Pengeluaran,-70461.0,Biaya servis mesin
872.0,2024-03-17,Pak Hendra,H 4444 DD,Perbaikan Ban,8400.0,0.0,131409.0,Pengeluaran,-131409.0,Biaya perbaikan ban
873.0,2024-03-18,Pak Eko,H 4444 DD,Toko Maju Jaya,10000.0,339289.0,0.0,Pemasukan,339289.0,Pembayaran lunas
874.0,2024-03-18,Pak Andi,H 3333 CC,Warung Makan Sari Rasa,8000.0,365455.0,0.0,Pemasukan,365455.0,Pembayaran lunas
875.0,2024-03-18,Pak Eko,H 5678 XY,Cuci Truk,8400.0,0.0,62207.0,Pengeluaran,-62207.0,Biaya cuci truk
876.0,2024-03-19,Pak Andi,H 5678 XY,Ganti Oli,8400.0,0.0,144963.0,Pengeluaran,-144963.0,Biaya ganti oli
877.0,2024-03-19,Pak Budi,H 1234 CD,Depot Air Segar,6000.0,342119.0,0.0,Pemasukan,342119.0,Pembayaran lunas
878.0,2024-03-19,Pak Eko,H 4444 DD,Warung Makan Sari Rasa,10000.0,311974.0,0.0,Pemasukan,311974.0,Pembayaran lunas
879.0,2024-03-20,Pak Andi,H 3333 CC,Servis Mesin,8400.0,0.0,165255.0,Pengeluaran,-165255.0,Biaya servis mesin
880.0,2024-03-20,Pak Eko,H 1234 CD,Warung Lesehan Berkah,8000.0,303119.0,0.0,Pemasukan,303119.0,Pembayaran lunas
881.0,2024-03-20,Pak Hendra,H 1234 CD,Warung Bu Darmi,10000.0,317855.0,0.0,Pemasukan,317855.0,Pembayaran lunas
882.0,2024-03-21,Pak Budi,H 2222 BB,Isi Solar,8400.0,0.0,65830.0,Pengeluaran,-65830.0,Biaya isi solar
883.0,2024-03-21,Pak Rudi,H 1234 CD,Warung Lesehan Berkah,6000.0,300074.0,0.0,Pemasukan,300074.0,Pembayaran lunas
884.0,2024-03-22,Pak Dedi,H 5678 XY,Ganti Oli,8400.0,0.0,83904.0,Pengeluaran,-83904.0,Biaya ganti oli
885.0,2024-03-22,Pak Slamet,H 1111 AA,Depot Air Segar,6000.0,326080.0,0.0,Pemasukan,326080.0,Pembayaran lunas
886.0,2024-03-22,Pak Slamet,H 1234 CD,Depot Air Segar,6000.0,381462.0,0.0,Pemasukan,381462.0,Pembayaran lunas
887.0,2024-03-23,Pak Hendra,H 1234 CD,Isi Solar,8400.0,0.0,174818.0,Pengeluaran,-174818.0,Biaya isi solar
888.0,2024-03-23,Pak Hendra,H 4444 DD,Warung Bu Darmi,8000.0,348240.0,0.0,Pemasukan,348240.0,Pembayaran lunas
889.0,2024-03-23,Pak Budi,H 2222 BB,Depot Air Sehat,10000.0,382962.0,0.0,Pemasukan,382962.0,Pembayaran lunas
890.0,2024-03-23,Pak Andi,H 1234 CD,Depot Air Segar,10000.0,310837.0,0.0,Pemasukan,310837.0,Pembayaran lunas
891.0,2024-03-24,Pak Dedi,H 1111 AA,Cuci Truk,8400.0,0.0,176178.0,Pengeluaran,-176178.0,Biaya cuci truk
892.0,2024-03-24,Pak Andi,H 5678 XY,Warung Lesehan Berkah,6000.0,351259.0,0.0,Pemasukan,351259.0,Pembayaran lunas
893.0,2024-03-25,Pak Dedi,H 1234 CD,Servis Mesin,8400.0,0.0,77320.0,Pengeluaran,-77320.0,Biaya servis mesin
894.0,2024-03-25,Pak Eko,H 1111 AA,Depot Air Segar,6000.0,384662.0,0.0,Pemasukan,384662.0,Pembayaran lunas
895.0,2024-03-25,Pak Slamet,H 3333 CC,Warung Makan Sari Rasa,10000.0,332217.0,0.0,Pemasukan,332217.0,Pembayaran lunas
896.0,2024-03-26,Pak Joko,H 1234 CD,Toko Sumber Rejeki,8000.0,382512.0,0.0,Pemasukan,382512.0,Pembayaran lunas
897.0,2024-03-26,Pak Rudi,H 1234 CD,Cuci Truk,8400.0,0.0,144301.0,Pengeluaran,-144301.0,Biaya cuci truk
898.0,2024-03-26,Pak Budi,H 4444 DD,Toko Sumber Rejeki,10000.0,287888.0,0.0,Pemasukan,287888.0,Pembayaran lunas
899.0,2024-03-26,Pak Budi,H 5678 XY,Warung Bu Darmi,10000.0,355007.0,0.0,Pemasukan,355007.0,Pembayaran lunas
900.0,2024-03-27,Pak Andi,H 1234 CD,Cuci Truk,8400.0,0.0,228664.0,Pengeluaran,-228664.0,Biaya cuci truk
901.0,2024-03-27,Pak Eko,H 3333 CC,Ganti Oli,8400.0,0.0,160752.0,Pengeluaran,-160752.0,Biaya ganti oli
902.0,2024-03-27,Pak Slamet,H 4444 DD,Isi Solar,8400.0,0.0,76991.0,Pengeluaran,-76991.0,Biaya isi solar
903.0,2024-03-27,Pak Joko,H 1111 AA,Warung Makan Sari Rasa,6000.0,380656.0,0.0,Pemasukan,380656.0,Pembayaran lunas
904.0,2024-03-28,Pak Slamet,H 1234 CD,Depot Air Segar,8000.0,398228.0,0.0,Pemasukan,398228.0,Pembayaran lunas
905.0,2024-03-28,Pak Dedi,H 3333 CC,Warung Lesehan Berkah,6000.0,369654.0,0.0,Pemasukan,369654.0,Pembayaran lunas
906.0,2024-03-28,Pak Slamet,H 1111 AA,Toko Maju Jaya,10000.0,356997.0,0.0,Pemasukan,356997.0,Pembayaran lunas
907.0,2024-03-28,Pak Rudi,H 4444 DD,Depot Air Segar,8000.0,347316.0,0.0,Pemasukan,347316.0,Pembayaran lunas
908.0,2024-03-29,Pak Slamet,H 5678 XY,Depot Air Segar,10000.0,326075.0,0.0,Pemasukan,326075.0,Pembayaran lunas
909.0,2024-03-29,Pak Joko,H 5678 XY,Perbaikan Ban,8400.0,0.0,67685.0,Pengeluaran,-67685.0,Biaya perbaikan ban
910.0,2024-03-30,Pak Eko,H 5678 XY,Warung Lesehan Berkah,10000.0,321884.0,0.0,Pemasukan,321884.0,Pembayaran lunas
911.0,2024-03-30,Pak Rudi,H 1234 CD,Servis Mesin,8400.0,0.0,235837.0,Pengeluaran,-235837.0,Biaya servis mesin
912.0,2024-03-30,Pak Andi,H 4444 DD,Toko Maju Jaya,8000.0,300214.0,0.0,Pemasukan,300214.0,Pembayaran lunas
913.0,2024-03-31,Pak Hendra,H 4444 DD,Toko Maju Jaya,8000.0,295766.0,0.0,Pemasukan,295766.0,Pembayaran lunas
914.0,2024-03-31,Pak Budi,H 2222 BB,Warung Lesehan Berkah,6000.0,370580.0,0.0,Pemasukan,370580.0,Pembayaran lunas
915.0,2024-03-31,Pak Joko,H 1111 AA,Depot Air Segar,6000.0,375317.0,0.0,Pemasukan,375317.0,Pembayaran lunas
916.0,2024-04-01,Pak Budi,H 4444 DD,Ganti Oli,8400.0,0.0,71301.0,Pengeluaran,-71301.0,Biaya ganti oli
917.0,2024-04-01,Pak Rudi,H 4444 DD,Warung Bu Darmi,8000.0,330945.0,0.0,Pemasukan,330945.0,Pembayaran lunas
918.0,2024-04-01,Pak Dedi,H 1111 AA,Warung Lesehan Berkah,6000.0,289744.0,0.0,Pemasukan,289744.0,Pembayaran lunas
919.0,2024-04-02,Pak Budi,H 4444 DD,Depot Tirta Jaya,10000.0,287797.0,0.0,Pemasukan,287797.0,Pembayaran lunas
920.0,2024-04-02,Pak Slamet,H 5678 XY,Cuci Truk,8400.0,0.0,198602.0,Pengeluaran,-198602.0,Biaya cuci truk
921.0,2024-04-03,Pak Rudi,H 2222 BB,Depot Air Sehat,10000.0,341018.0,0.0,Pemasukan,341018.0,Pembayaran lunas
922.0,2024-04-03,Pak Slamet,H 4444 DD,Warung Bu Darmi,8000.0,342538.0,0.0,Pemasukan,342538.0,Pembayaran lunas
923.0,2024-04-03,Pak Joko,H 3333 CC,Warung Bu Darmi,8000.0,348715.0,0.0,Pemasukan,348715.0,Pembayaran lunas
924.0,2024-04-04,Pak Rudi,H 2222 BB,Warung Bu Darmi,8000.0,324209.0,0.0,Pemasukan,324209.0,Pembayaran lunas
925.0,2024-04-04,Pak Joko,H 3333 CC,Warung Makan Sari Rasa,10000.0,382034.0,0.0,Pemasukan,382034.0,Pembayaran lunas
926.0,2024-04-04,Pak Eko,H 1234 CD,Servis Mesin,8400.0,0.0,79509.0,Pengeluaran,-79509.0,Biaya servis mesin
927.0,2024-04-05,Pak Slamet,H 5678 XY,Isi Solar,8400.0,0.0,248971.0,Pengeluaran,-248971.0,Biaya isi solar
928.0,2024-04-05,Pak Rudi,H 1234 CD,Warung Lesehan Berkah,8000.0,352264.0,0.0,Pemasukan,352264.0,Pembayaran lunas
929.0,2024-04-05,Pak Budi,H 1234 CD,Servis Mesin,8400.0,0.0,168920.0,Pengeluaran,-168920.0,Biaya servis mesin
930.0,2024-04-05,Pak Rudi,H 4444 DD,Warung Lesehan Berkah,6000.0,296678.0,0.0,Pemasukan,296678.0,Pembayaran lunas
931.0,2024-04-06,Pak Joko,H 1234 CD,Ganti Oli,8400.0,0.0,235290.0,Pengeluaran,-235290.0,Biaya ganti oli
932.0,2024-04-06,Pak Budi,H 1111 AA,Toko Sumber Rejeki,10000.0,395051.0,0.0,Pemasukan,395051.0,Pembayaran lunas
933.0,2024-04-06,Pak Joko,H 1234 CD,Toko Sumber Rejeki,8000.0,364535.0,0.0,Pemasukan,364535.0,Pembayaran lunas
934.0,2024-04-06,Pak Slamet,H 5678 XY,Servis Mesin,8400.0,0.0,92816.0,Pengeluaran,-92816.0,Biaya servis mesin
935.0,2024-04-07,Pak Budi,H 4444 DD,Warung Lesehan Berkah,10000.0,391034.0,0.0,Pemasukan,391034.0,Pembayaran lunas
936.0,2024-04-07,Pak Hendra,H 5678 XY,Warung Bu Darmi,10000.0,319196.0,0.0,Pemasukan,319196.0,Pembayaran lunas
937.0,2024-04-08,Pak Budi,H 5678 XY,Warung Bu Darmi,10000.0,343234.0,0.0,Pemasukan,343234.0,Pembayaran lunas
938.0,2024-04-08,Pak Andi,H 3333 CC,Depot Tirta Jaya,6000.0,345797.0,0.0,Pemasukan,345797.0,Pembayaran lunas
939.0,2024-04-08,Pak Andi,H 4444 DD,Cuci Truk,8400.0,0.0,123179.0,Pengeluaran,-123179.0,Biaya cuci truk
940.0,2024-04-09,Pak Joko,H 3333 CC,Depot Air Segar,10000.0,289936.0,0.0,Pemasukan,289936.0,Pembayaran lunas
941.0,2024-04-09,Pak Dedi,H 5678 XY,Warung Makan Sari Rasa,10000.0,286994.0,0.0,Pemasukan,286994.0,Pembayaran lunas
942.0,2024-04-09,Pak Rudi,H 4444 DD,Depot Air Segar,8000.0,285120.0,0.0,Pemasukan,285120.0,Pembayaran lunas
